CompoundID,Primary_Target_Assay,Primary_Target_Assay_BioActivity,TPSA,ClogP,LogD,Num_H_Donors,Num_H_Acceptors,Num_AromaticRings,F_SP3,Drug_Class,Cell Permeability,Cmpd Solubility (uM),fafg (Rat),Bioavailability (Rat),"Clint,mic (L/hr/kg) (Rat)",Molecular_Weight (amu)
CM-2010062,JAK1 EC50(uM),0.0216,62.11,0.366,0.3659,1,6,3.0,0.5,Class C,59.6,379.0,,,9.03,322.29
CM-2004638,JAK1 EC50(uM),0.393,49.22,1.767,1.7664,1,5,3.0,0.5,Class C,,293.0,,,27.8,337.34
CM-2115833,JAK1 EC50(uM),3.0,49.22,1.552,0.3297,1,5,3.0,0.55556,Class C,9.23,541.0,,,13.9,345.39
CM-2111023,JAK1 EC50(uM),1.5,49.22,1.199,1.1984,1,5,3.0,0.5,Class C,52.1,355.0,,,30.3,335.33
CM-2120540,JAK1 EC50(uM),0.0124,55.21,2.223,2.2221,1,5,3.0,0.55556,Class C,49.2,91.0,,,12.4,346.37
CM-2032740,JAK1 EC50(uM),3.0,47.48,3.181,3.1808,0,5,2.0,0.6,Class C,65.4,556.0,,,741.0,305.4
CM-2123344,JAK1 EC50(uM),2.32,54.04,3.438,3.3924,1,5,2.0,0.66667,Class C,16.1,10.0,,,127.0,314.43
CM-2054985,JAK1 EC50(uM),3.0,56.84,1.888,-0.6864,2,5,2.0,0.6,Class C,7.22,518.0,,,14.7,271.36
CM-2078794,JAK1 EC50(uM),0.0536,55.21,0.906,0.9048,1,5,3.0,0.5,Class C,51.7,562.0,,,29.9,282.34
CM-2115347,JAK1 EC50(uM),0.547,49.22,0.956,-0.9836,1,5,3.0,0.57895,Class C,26.9,518.0,,,79.5,357.4
CM-2099644,JAK1 EC50(uM),0.0605,71.84,1.688,1.5886,1,6,2.0,0.58824,Class C,,489.0,,,,310.4
CM-2115834,JAK1 EC50(uM),0.375,49.22,1.552,0.3297,1,5,3.0,0.55556,Class C,,346.0,,,5.17,345.39
CM-1349424,JAK1 EC50(uM),1.01,58.01,0.391,-2.6319,2,5,3.0,0.42857,Class C,5.64,,,,6.79,255.32
CM-2142262,JAK1 EC50(uM),,49.22,1.486,-0.3817,1,5,3.0,0.55556,Class C,30.9,548.0,,,27.1,345.39
CM-2118849,JAK1 EC50(uM),0.225,69.45,1.511,-0.3191,2,6,3.0,0.61905,Class C,24.0,106.0,,,13.3,457.44
CM-2119479,JAK1 EC50(uM),0.0216,55.21,1.736,1.7355,1,5,3.0,0.55556,Class C,35.7,146.0,,,17.5,346.37
CM-2044169,JAK1 EC50(uM),0.291,69.21,3.327,2.7548,2,7,2.0,0.55,Class C,0.922,519.0,,,6.95,385.48
CM-2032741,JAK1 EC50(uM),3.0,47.48,3.181,3.1808,0,5,2.0,0.6,Class C,49.9,584.0,,,730.0,305.4
CM-2027990,JAK1 EC50(uM),0.00847,49.22,2.448,2.4469,1,5,3.0,0.57895,Class C,60.3,126.0,,,21.6,359.42
CM-2089116,JAK1 EC50(uM),0.00964,55.21,2.311,2.3106,1,5,3.0,0.55556,Class C,32.1,146.0,,,62.1,312.41
CM-2054451,JAK1 EC50(uM),3.0,74.34,3.171,3.1251,1,7,2.0,0.65,Class C,29.2,4.0,,,171.0,371.48
CM-2028316,JAK1 EC50(uM),0.896,88.41,0.689,0.6889,1,8,3.0,0.55556,Class C,43.0,541.0,,,12.7,354.41
CM-2069645,JAK1 EC50(uM),0.147,66.21,1.855,1.8547,2,5,3.0,0.52941,Class C,47.7,141.0,,,9.62,298.38
CM-2053341,JAK1 EC50(uM),3.0,56.84,1.888,-0.6864,2,5,2.0,0.6,Class C,21.1,619.0,,,9.79,271.36
CM-2016398,JAK1 EC50(uM),1.51,49.22,1.518,0.1227,1,5,3.0,0.52941,Class C,24.3,,,,18.0,315.39
CM-2145472,JAK1 EC50(uM),3.0,65.12,2.619,1.6134,1,6,3.0,0.35294,Class C,,,,,,343.45
CM-2044463,JAK1 EC50(uM),3.0,63.27,2.404,2.4025,1,6,2.0,0.6,Class C,73.4,520.0,,,386.0,288.34
CM-2145480,JAK1 EC50(uM),3.0,63.27,2.293,2.2499,1,6,3.0,0.29412,Class C,,,,,,308.33
CM-2055444,JAK1 EC50(uM),0.707,79.09,-0.622,-0.6215,2,6,3.0,0.46154,Class C,4.74,553.0,,,3.51,255.28
CM-2062359,JAK1 EC50(uM),3.0,87.06,1.305,1.2646,1,7,2.0,0.58824,Class C,39.7,608.0,,,3.32,327.38
CM-1991231,JAK1 EC50(uM),0.279,72.76,-0.483,-0.6015,1,8,3.0,0.52632,Class C,10.0,,,,7.7,367.45
CM-2083497,JAK1 EC50(uM),0.28,75.96,0.456,0.4561,2,6,3.0,0.42857,Class C,21.9,503.0,,,3.41,272.3
CM-1337495,JAK1 EC50(uM),0.884,55.21,0.743,0.7433,1,5,3.0,0.38462,Class C,20.8,26.9,,,7.6,242.28
CM-2038058,JAK1 EC50(uM),3.0,62.11,0.366,0.3659,1,6,3.0,0.5,Class C,48.5,324.0,,,2.5,322.29
CM-2063200,JAK1 EC50(uM),0.0595,49.22,1.657,1.5601,1,5,3.0,0.52941,Class C,40.0,57.0,,,17.2,333.38
CM-2020028,JAK1 EC50(uM),2.92,58.45,0.62,0.6115,1,6,3.0,0.5,Class C,53.0,605.0,,,4.26,351.33
CM-2038065,JAK1 EC50(uM),3.0,62.11,0.366,0.3659,1,6,3.0,0.5,Class C,47.9,275.0,,,,322.29
CM-1337494,JAK1 EC50(uM),0.685,55.21,0.743,0.7433,1,5,3.0,0.38462,Class C,17.8,26.7,,,5.51,242.28
CM-2134014,JAK1 EC50(uM),0.292,72.28,0.5,0.4996,1,6,3.0,0.4,Class C,29.1,211.0,,,2.5,282.3
CM-2115830,JAK1 EC50(uM),1.23,49.22,2.731,0.8011,1,5,3.0,0.6,Class C,7.2,425.0,,,39.6,391.43
CM-2045938,JAK1 EC50(uM),0.307,68.1,-0.004,-0.0041,1,6,3.0,0.46154,Class C,73.9,589.0,,,2.5,257.29
CM-2139790,JAK1 EC50(uM),0.391,68.1,0.022,0.0216,1,6,3.0,0.5,Class C,43.9,561.0,,,8.58,269.3
CM-2119559,JAK1 EC50(uM),0.00124,54.04,2.768,2.7224,1,5,2.0,0.5,Class C,40.6,96.0,,,2.5,286.25
CM-2145470,JAK1 EC50(uM),0.00219,77.48,2.628,2.5818,1,7,2.0,0.55556,Class C,,,,,,340.42
CM-2099643,JAK1 EC50(uM),0.192,69.97,1.651,1.6296,2,6,3.0,0.52941,Class C,82.2,551.0,,,2.5,385.36
CM-2108480,JAK1 EC50(uM),0.885,49.22,1.846,1.8448,1,5,3.0,0.52941,Class C,35.4,550.0,,,19.0,331.36
CM-2072360,JAK1 EC50(uM),0.325,55.21,1.608,1.6069,1,5,3.0,0.5,Class C,57.7,47.0,,,7.45,284.36
CM-2121006,JAK1 EC50(uM),3.0,49.22,2.731,0.8011,1,5,3.0,0.6,Class C,,464.0,,,32.7,391.43
CM-2111252,JAK1 EC50(uM),0.0572,55.21,2.032,2.0307,1,5,3.0,0.55556,Class C,,,,,,310.39
CM-2046263,JAK1 EC50(uM),0.0863,58.45,1.572,1.2169,1,6,3.0,0.61905,Class C,42.3,578.0,,,13.5,365.47
CM-2042512,JAK1 EC50(uM),0.0259,49.22,2.177,1.0221,1,5,3.0,0.6,Class C,,113.0,,,18.4,373.44
CM-2010511,JAK1 EC50(uM),2.93,68.1,0.185,0.1853,1,6,3.0,0.46154,Class C,50.6,574.0,,,2.5,255.28
CM-2042744,JAK1 EC50(uM),3.0,48.05,3.226,3.18,1,5,2.0,0.64706,Class C,49.4,,,,30.8,353.39
CM-2145475,JAK1 EC50(uM),,87.9,2.268,2.2302,3,6,3.0,0.23529,Class C,,,,,,309.37
CM-2046240,JAK1 EC50(uM),0.15,48.05,3.07,3.0236,1,5,2.0,0.64706,Class C,22.8,137.0,,,7.83,353.39
CM-1314069,JAK1 EC50(uM),0.129,66.21,0.608,0.607,2,5,3.0,0.42857,Class C,40.4,,,,2.5,256.3
CM-2012120,JAK1 EC50(uM),2.09,78.31,0.268,0.268,2,7,3.0,0.4375,Class C,13.1,528.0,,,6.77,402.32
CM-2064128,JAK1 EC50(uM),0.0468,49.22,1.931,-0.7273,1,5,3.0,0.6,Class C,14.7,230.0,,,6.69,373.44
CM-2043606,JAK1 EC50(uM),3.0,48.05,3.226,3.18,1,5,2.0,0.64706,Class C,61.4,51.0,,,68.8,353.39
CM-2055289,JAK1 EC50(uM),3.0,64.58,0.509,0.5086,1,6,3.0,0.55556,Class C,39.2,562.0,,,5.85,326.39
CM-1307325,JAK1 EC50(uM),1.03,58.01,1.135,-0.6929,2,5,3.0,0.5,Class C,3.3,30.2,,,13.6,301.36
CM-2104713,JAK1 EC50(uM),0.059,55.21,1.374,1.3732,1,5,3.0,0.5,Class C,47.1,482.0,,,48.3,284.36
CM-2064331,JAK1 EC50(uM),3.98,86.62,0.834,0.773,2,6,2.0,0.46154,Class C,42.7,547.0,,,9.19,257.29
CM-1317896,JAK1 EC50(uM),0.242,66.21,0.888,0.8876,2,5,3.0,0.46667,Class C,52.8,160.0,,,,270.33
CM-2043605,JAK1 EC50(uM),3.0,48.05,3.226,3.18,1,5,2.0,0.64706,Class C,59.4,187.0,,,83.8,353.39
CM-2120961,JAK1 EC50(uM),0.347,55.73,2.015,2.0155,1,5,3.0,0.41176,Class C,57.2,19.0,,,2.5,294.35
CM-1307324,JAK1 EC50(uM),0.387,58.01,1.135,-0.6929,2,5,3.0,0.5,Class C,23.4,33.5,,,6.71,301.36
CM-2061744,JAK1 EC50(uM),3.0,80.12,1.058,1.0411,1,7,2.0,0.6,Class C,60.3,489.0,,,30.0,337.44
CM-2083477,JAK1 EC50(uM),3.0,79.04,1.002,0.9739,3,6,2.0,0.5,Class C,22.3,515.0,,,5.37,336.34
CM-2134001,JAK1 EC50(uM),0.123,68.1,0.25,0.2497,1,6,3.0,0.4375,Class C,43.5,475.0,,,22.0,293.32
CM-1985901,JAK1 EC50(uM),0.0249,75.52,0.821,0.8212,1,7,3.0,0.47059,Class C,45.2,538.0,,,5.36,345.37
CM-2142257,JAK1 EC50(uM),0.0226,49.22,2.693,0.3897,1,5,3.0,0.6,Class C,11.5,42.0,,,2.5,391.43
CM-2144407,JAK1 EC50(uM),3.0,55.34,2.499,2.4992,1,5,4.0,0.36364,Class C,0.555,639.0,,,29.8,358.44
CM-2142263,JAK1 EC50(uM),0.0143,49.22,1.104,-0.8795,1,5,3.0,0.55556,Class C,18.7,588.0,,,31.0,345.39
CM-2121007,JAK1 EC50(uM),1.01,49.22,2.731,0.8011,1,5,3.0,0.6,Class C,8.01,503.0,,,12.9,391.43
CM-2027941,JAK1 EC50(uM),0.376,49.22,1.846,1.8448,1,5,3.0,0.52941,Class C,50.5,323.0,,,11.1,331.36
CM-2012131,JAK1 EC50(uM),0.59,49.22,1.151,1.1506,1,5,3.0,0.46667,Class C,46.0,197.0,,,14.3,359.3
CM-2111018,JAK1 EC50(uM),0.32,49.22,1.552,0.3297,1,5,3.0,0.55556,Class C,21.1,473.0,,,53.4,345.39
CM-2142837,JAK1 EC50(uM),0.0545,49.74,2.013,-0.4404,1,5,3.0,0.57895,Class C,36.4,358.0,,,27.4,359.42
CM-2040194,JAK1 EC50(uM),2.46,49.22,1.859,0.6192,1,5,3.0,0.57895,Class C,17.9,446.0,,,44.4,359.42
CM-2040176,JAK1 EC50(uM),0.0406,49.22,1.859,0.6192,1,5,3.0,0.57895,Class C,14.2,411.0,,,11.2,359.42
CM-2064787,JAK1 EC50(uM),0.17,55.21,1.805,1.8046,1,5,3.0,0.57895,Class C,32.7,46.0,,,27.3,360.4
CM-2196323,JAK1 EC50(uM),0.00594,55.21,1.121,1.1209,1,5,3.0,0.55556,Class C,45.1,81.7,,,177.0,326.37
CM-2177139,JAK1 EC50(uM),0.0219,55.21,1.107,1.1072,1,5,3.0,0.57895,Class C,31.1,,,,2.5,376.38
CM-2177137,JAK1 EC50(uM),0.0198,79.0,0.984,0.9836,1,6,3.0,0.55,Class C,52.7,5.0,,,2.5,383.39
CM-2175329,JAK1 EC50(uM),0.0189,64.44,0.216,0.2155,1,6,3.0,0.55556,Class C,52.6,12.0,,,36.4,342.37
CM-2174820,JAK1 EC50(uM),0.0216,69.77,2.741,2.7414,1,5,3.0,0.52632,Class C,48.4,14.0,,,2.5,357.4
CM-2170989,JAK1 EC50(uM),0.0178,64.44,1.178,1.1776,1,6,3.0,0.55556,Class C,42.6,45.0,,,28.8,362.37
CM-2170988,JAK1 EC50(uM),0.0366,64.44,1.448,1.4479,1,6,3.0,0.57895,Class C,,,,,,376.4
CM-2170368,JAK1 EC50(uM),0.0228,55.21,2.501,2.5003,1,5,4.0,0.3,Class C,2.84,13.0,,,142.0,366.36
CM-2169475,JAK1 EC50(uM),0.0108,69.77,2.01,2.0099,1,5,3.0,0.47059,Class C,44.1,,,,2.5,329.35
CM-2163216,JAK1 EC50(uM),0.0346,55.21,1.448,1.4481,1,5,3.0,0.57895,Class C,24.4,5.0,,,2.5,394.37
CM-2162281,JAK1 EC50(uM),0.00673,58.45,0.872,-1.4052,1,6,3.0,0.57895,Class C,50.5,47.0,,,16.4,375.42
CM-2158762,JAK1 EC50(uM),0.0244,58.87,2.268,2.2678,1,5,3.0,0.58824,Class C,34.9,61.0,1.01,68.6,3.52,333.38
CM-2154215,JAK1 EC50(uM),0.0164,55.21,0.833,0.8323,1,5,3.0,0.52941,Class C,27.1,205.0,,,10.5,330.33
CM-2141335,JAK1 EC50(uM),0.0141,46.5,1.578,1.5781,1,4,3.0,0.46667,Class C,40.6,108.0,,,2.5,270.3
CM-2101251,JAK1 EC50(uM),0.00649,66.21,1.312,1.3113,2,5,3.0,0.52941,Class C,56.1,24.0,,,2.5,296.37
CM-2066682,JAK1 EC50(uM),0.0131,66.21,2.543,2.5423,2,5,4.0,0.33333,Class C,37.4,153.0,,,34.6,346.43
CM-2282590,JAK1 EC50(uM),0.0241,55.73,2.753,2.7527,1,5,3.0,0.61905,Class C,29.5,6.0,,,3.74,386.44
CM-2281743,JAK1 EC50(uM),0.0119,55.21,1.59,1.5896,1,5,3.0,0.5,Class C,45.1,215.0,,,16.1,336.31
CM-2281224,JAK1 EC50(uM),0.138,79.1,1.409,1.4092,2,6,4.0,0.31579,Class C,41.2,,,,83.8,351.38
CM-2280887,JAK1 EC50(uM),0.0137,68.1,1.568,1.5678,1,6,4.0,0.35,Class C,32.8,39.0,,,29.7,363.39
CM-2279479,JAK1 EC50(uM),0.0533,68.1,1.811,1.8108,1,6,3.0,0.65,Class C,44.9,27.0,,,2.5,387.43
CM-2277329,JAK1 EC50(uM),0.0224,55.73,1.201,1.2007,1,5,3.0,0.55556,Class C,46.6,5.0,,,2.5,344.36
CM-2271718,JAK1 EC50(uM),0.106,76.87,1.185,1.1848,0,6,3.0,0.4375,Class C,49.5,642.0,0.78,71.0,4.17,296.32
CM-2216202,JAK1 EC50(uM),0.00671,58.01,1.337,-0.7761,2,5,3.0,0.55556,Class C,14.9,491.0,,,16.0,343.37
CM-2271467,JAK1 EC50(uM),0.0128,55.21,2.445,2.4445,1,5,3.0,0.55556,Class C,40.4,192.0,,,48.8,348.39
CM-2216239,JAK1 EC50(uM),0.0169,49.22,2.013,1.9472,1,5,3.0,0.6,Class C,,5.0,,,,353.44
CM-2229554,JAK1 EC50(uM),0.0265,55.21,1.192,1.1923,1,5,3.0,0.6,Class C,39.8,12.1,,,2.5,352.41
CM-2228411,JAK1 EC50(uM),0.0221,58.87,2.087,2.0869,1,5,3.0,0.61111,Class C,43.4,26.1,0.583,49.0,2.5,345.39
CM-2172038,JAK1 EC50(uM),0.0811,58.45,1.454,1.4539,1,6,3.0,0.63636,Class C,34.6,,,,2.5,449.44
CM-2204214,JAK1 EC50(uM),0.0327,68.1,2.021,2.0209,1,6,3.0,0.5625,Class C,55.9,311.0,,,2.5,335.35
CM-2164964,JAK1 EC50(uM),0.0223,55.21,1.83,1.8293,1,5,3.0,0.52941,Class C,42.8,328.0,,,19.5,334.36
CM-2151278,JAK1 EC50(uM),0.0151,55.21,1.223,1.2219,1,5,3.0,0.44444,Class C,31.3,174.0,,,30.7,306.36
CM-2163627,JAK1 EC50(uM),0.0959,55.21,1.858,1.8576,1,5,3.0,0.55556,Class C,23.3,34.0,,,3810.0,310.39
CM-2152647,JAK1 EC50(uM),0.0313,55.21,1.791,,1,5,3.0,0.6,Class C,32.0,12.9,,,11.8,372.41
CM-2115536,JAK1 EC50(uM),0.0635,58.87,1.081,1.0805,1,5,3.0,0.4,Class C,67.8,397.0,,,9.9,265.31
CM-1982226,JAK1 EC50(uM),3.0,69.11,2.462,2.4617,0,6,4.0,0.14286,Class C,49.9,19.5,,,,373.21
CM-1988454,JAK1 EC50(uM),0.0277,112.16,1.825,1.6404,2,10,3.0,0.5,Class C,37.0,8.04,,,,414.48
CM-1986055,JAK1 EC50(uM),0.169,86.41,1.548,1.5028,1,7,3.0,0.33333,Class C,35.4,,,,2.5,293.33
CM-1771635,JAK1 EC50(uM),0.054,133.55,1.388,1.3876,4,10,2.0,0.45,Class C,38.1,,,,2.5,445.54
CM-1982205,JAK1 EC50(uM),0.115,116.22,2.581,2.4602,3,11,4.0,0.36,Class C,17.1,496.0,,,3.42,489.57
CM-2016649,JAK1 EC50(uM),0.0223,79.52,0.983,0.983,1,6,3.0,0.4,Class C,30.3,,,,17.8,281.31
CM-2285477,JAK1 EC50(uM),0.0274,83.79,1.111,1.1105,2,7,4.0,0.33333,Class C,53.8,183.0,,,14.9,351.38
CM-2285476,JAK1 EC50(uM),0.0183,58.01,0.573,-1.6858,2,5,3.0,0.57895,Class C,39.3,,,,2.5,375.39
CM-2281840,JAK1 EC50(uM),0.0243,83.79,1.444,1.4441,2,7,4.0,0.36842,Class C,36.7,9.0,,,57.5,365.41
CM-2280886,JAK1 EC50(uM),0.0154,68.1,1.568,1.5678,1,6,4.0,0.35,Class C,42.5,23.0,,,29.5,363.39
CM-2279813,JAK1 EC50(uM),0.142,67.23,0.526,0.2861,2,6,3.0,0.52941,Class C,48.6,246.0,,,30.1,347.36
CM-2279803,JAK1 EC50(uM),0.0745,83.79,1.313,1.3127,2,7,4.0,0.33333,Class C,51.9,5.0,,,2.5,351.38
CM-2252289,JAK1 EC50(uM),0.066,68.1,1.678,1.6774,1,6,4.0,0.35,Class C,48.3,185.0,,,10.9,363.39
CM-2252288,JAK1 EC50(uM),0.0374,68.1,1.678,1.6774,1,6,4.0,0.35,Class C,41.3,20.0,,,2.5,363.39
CM-2249046,JAK1 EC50(uM),0.0089,68.1,1.535,1.5339,1,6,4.0,0.31579,Class C,39.2,10.0,,,13.2,349.36
CM-2220383,JAK1 EC50(uM),0.0667,55.21,2.267,2.2653,1,5,3.0,0.61905,Class C,23.2,15.0,,,2.5,404.43
CM-2145459,JAK1 EC50(uM),3.0,61.88,2.688,2.6505,1,5,3.0,0.1875,Class C,,,,,,280.32
CM-2271182,JAK1 EC50(uM),0.122,76.87,1.885,1.8854,0,6,3.0,0.47059,Class C,,,,,15.7,310.35
CM-2268740,JAK1 EC50(uM),0.0426,68.1,1.962,1.9619,1,6,3.0,0.61111,Class C,45.3,23.0,,,9.11,379.38
CM-2155758,JAK1 EC50(uM),0.0166,55.21,0.833,0.8323,1,5,3.0,0.52941,Class C,36.0,93.0,,,8.16,330.33
CM-2154933,JAK1 EC50(uM),0.0215,55.21,2.236,2.2356,1,5,3.0,0.61905,Class C,13.8,4.0,0.0303,2.0,47.2,386.44
CM-2072003,JAK1 EC50(uM),0.00474,55.21,2.319,2.3184,1,5,3.0,0.57895,Class C,103.0,97.0,,,358.0,324.42
CM-2066686,JAK1 EC50(uM),0.0434,55.21,1.915,1.9139,1,5,4.0,0.3,Class C,15.9,4.0,,,87.9,330.38
CM-2017542,JAK1 EC50(uM),0.0106,66.21,1.21,1.2091,2,5,3.0,0.5,Class C,52.7,189.0,,,13.6,284.36
CM-1982206,JAK1 EC50(uM),0.087,88.91,0.654,0.6018,1,7,2.0,0.5,Class C,13.0,493.0,,,4.21,310.35
CM-1337435,JAK1 EC50(uM),0.00798,72.0,1.205,-1.6685,3,5,3.0,0.52941,Class C,1.14,473.0,,,4.78,295.38
CM-1181437,JAK1 EC50(uM),0.245,33.09,2.845,2.8447,1,3,3.0,0.4,Class C,,,,,,239.32
CM-1457353,JAK1 EC50(uM),3.0,62.06,1.561,1.5612,0,6,3.0,0.4,Class C,61.0,140.0,,,70.0,284.31
CM-1425633,JAK1 EC50(uM),3.0,65.3,1.434,1.4343,0,7,3.0,0.4,Class C,,511.0,,,,317.32
CM-1989875,JAK1 EC50(uM),0.684,49.22,1.684,-0.8213,1,5,3.0,0.55556,Class C,22.0,531.0,,,8.85,309.41
CM-2048795,JAK1 EC50(uM),3.0,74.34,3.171,3.1251,1,7,2.0,0.65,Class C,31.2,4.0,,,82.7,371.48
CM-2055402,JAK1 EC50(uM),3.0,48.05,3.226,3.1801,1,5,2.0,0.64706,Class C,36.9,3.0,,,,353.39
CM-2123343,JAK1 EC50(uM),0.113,54.04,2.549,2.5033,1,5,2.0,0.625,Class C,36.0,89.0,,,42.3,286.37
CM-2054750,JAK1 EC50(uM),3.0,48.05,3.226,3.1801,1,5,2.0,0.64706,Class C,19.9,1.0,,,8.05,353.39
CM-2065906,JAK1 EC50(uM),0.0113,66.21,2.874,2.8733,2,5,3.0,0.6,Class C,27.2,59.0,,,208.0,340.46
CM-1264414,JAK1 EC50(uM),0.326,58.87,2.635,2.635,1,5,3.0,0.46154,Class C,65.3,7.0,,,,241.29
CM-2142835,JAK1 EC50(uM),3.0,83.28,0.918,-1.3368,2,6,3.0,0.47059,Class C,1.54,638.0,,,18.3,310.35
CM-2115156,JAK1 EC50(uM),3.0,49.22,0.958,0.9211,1,5,3.0,0.52941,Class C,57.7,473.0,,,53.0,331.36
CM-2112979,JAK1 EC50(uM),0.0274,90.52,1.875,1.8749,2,6,3.0,0.5,Class C,25.6,,,,3.83,323.39
CM-2035650,JAK1 EC50(uM),3.0,48.05,3.07,3.0241,1,5,2.0,0.64706,Class C,55.0,3.0,,,,353.39
CM-2040200,JAK1 EC50(uM),3.0,49.22,1.931,0.5421,1,5,3.0,0.61905,Class C,19.1,414.0,,,49.2,385.45
CM-2004637,JAK1 EC50(uM),0.0414,49.22,1.767,1.7664,1,5,3.0,0.5,Class C,30.3,165.0,,,38.2,337.34
CM-2158723,JAK1 EC50(uM),0.0044,55.21,1.654,1.6534,1,5,3.0,0.55556,Class C,43.2,2.0,,,21.1,344.36
CM-2270785,JAK1 EC50(uM),0.112,67.64,2.202,2.2021,0,5,3.0,0.47059,Class C,59.3,605.0,,,10.9,294.35
CM-2162739,JAK1 EC50(uM),0.0109,58.45,1.698,1.563,1,6,3.0,0.57895,Class C,41.9,267.0,,,25.8,377.43
CM-2170611,JAK1 EC50(uM),0.0202,55.21,1.347,1.346,1,5,3.0,0.57895,Class C,34.5,20.0,,,24.8,358.39
CM-2263283,JAK1 EC50(uM),0.0123,55.21,1.277,1.2769,1,5,3.0,0.55556,Class C,51.6,154.0,,,17.6,344.36
CM-2262805,JAK1 EC50(uM),0.0108,64.44,1.383,1.3833,1,6,3.0,0.57895,Class C,35.7,58.0,,,23.9,394.39
CM-2256887,JAK1 EC50(uM),0.01,45.98,2.06,2.0588,1,4,3.0,0.5,Class C,33.6,134.0,,,30.1,304.34
CM-2254966,JAK1 EC50(uM),0.212,49.22,0.736,0.7306,1,5,3.0,0.42857,Class C,49.7,574.0,,,7.57,271.29
CM-2247962,JAK1 EC50(uM),0.0096,68.1,1.535,1.5339,1,6,4.0,0.31579,Class C,34.1,,,,,349.36
CM-2241026,JAK1 EC50(uM),0.0271,58.87,2.967,2.967,1,5,3.0,0.58824,Class C,34.4,11.0,0.596,56.0,2.5,351.37
CM-2240727,JAK1 EC50(uM),0.0228,58.45,1.387,1.3386,1,6,3.0,0.57895,Class C,40.3,7.0,,,23.5,391.39
CM-2240726,JAK1 EC50(uM),0.00928,58.45,0.761,0.3948,1,6,3.0,0.6,Class C,,441.0,,,14.7,349.43
CM-2238881,JAK1 EC50(uM),0.0227,58.45,1.939,0.8355,1,6,3.0,0.61905,Class C,33.1,141.0,,,106.0,401.45
CM-2236226,JAK1 EC50(uM),0.0285,64.44,1.288,1.2877,1,6,3.0,0.55556,Class C,45.9,424.0,,,38.5,362.37
CM-2232530,JAK1 EC50(uM),0.0272,49.22,0.968,-1.6936,1,5,3.0,0.57895,Class C,37.0,287.0,,,26.9,357.4
CM-2223261,JAK1 EC50(uM),0.0158,55.21,1.67,1.6694,1,5,3.0,0.52941,Class C,58.1,85.2,,,17.0,296.37
CM-2221573,JAK1 EC50(uM),0.00753,69.77,0.789,0.7884,1,5,3.0,0.4375,Class C,66.6,254.0,,,18.1,277.32
CM-2216194,JAK1 EC50(uM),0.0249,58.45,0.372,0.0508,1,6,3.0,0.55556,Class C,54.6,613.0,,,17.9,323.39
CM-2214256,JAK1 EC50(uM),0.0184,55.21,1.354,1.3536,1,5,3.0,0.52941,Class C,46.2,579.0,,,41.2,316.37
CM-2209044,JAK1 EC50(uM),0.0144,49.22,1.119,1.1186,1,5,3.0,0.52941,Class C,,137.0,,,8.7,329.35
CM-2205130,JAK1 EC50(uM),0.0265,58.01,0.515,-1.3866,2,5,3.0,0.52941,Class C,41.9,178.0,,,2.5,329.35
CM-2195741,JAK1 EC50(uM),0.00597,58.01,0.585,-2.0288,2,5,3.0,0.55556,Class C,34.3,161.0,,,15.6,343.37
CM-2182779,JAK1 EC50(uM),0.0263,55.21,0.92,0.919,1,5,3.0,0.55556,Class C,36.4,14.0,,,8.53,326.37
CM-2182777,JAK1 EC50(uM),0.017,55.21,0.92,0.919,1,5,3.0,0.55556,Class C,33.2,2.0,,,93.4,326.37
CM-2177772,JAK1 EC50(uM),0.0147,68.1,1.151,1.1511,1,6,3.0,0.58824,Class C,51.0,110.0,,,2.5,345.35
CM-2174002,JAK1 EC50(uM),0.00626,64.44,0.426,0.4251,1,6,3.0,0.55556,Class C,48.3,303.0,,,39.9,324.38
CM-2171525,JAK1 EC50(uM),0.0168,69.77,0.344,0.3443,1,5,3.0,0.4,Class C,65.2,20.0,,,16.8,263.3
CM-2166646,JAK1 EC50(uM),0.013,55.21,1.347,1.346,1,5,3.0,0.57895,Class C,37.7,6.88,0.11,9.1,8.2,358.39
CM-2246584,JAK1 EC50(uM),0.0576,58.87,2.268,2.2678,1,5,3.0,0.58824,Class C,42.7,22.9,,,2.5,333.38
CM-2042513,JAK1 EC50(uM),0.0566,49.22,2.177,1.0221,1,5,3.0,0.6,Class C,12.5,208.0,,,27.5,373.44
CM-2046434,JAK1 EC50(uM),0.0505,58.45,1.76,1.2578,1,6,3.0,0.6,Class C,31.6,604.0,,,16.2,353.46
CM-1351411,JAK1 EC50(uM),0.115,85.9,0.791,0.7676,1,7,3.0,0.57895,Class C,45.3,402.0,,,8.95,349.43
CM-1590924,JAK1 EC50(uM),0.248,108.48,4.636,3.2318,3,9,3.0,0.40741,Class C,20.3,303.0,,,22.6,524.68
CM-2136035,JAK1 EC50(uM),,46.53,0.849,0.8486,1,3,0.0,0.88889,Class C,,103.0,,,,172.22
CM-1998859,JAK1 EC50(uM),3.0,30.19,1.499,1.4989,0,3,2.0,0.5,Class C,73.0,499.0,,,6.06,201.27
CM-2119485,JAK1 EC50(uM),0.0206,55.21,1.736,1.7361,1,5,3.0,0.55556,Class C,41.2,239.0,,,44.3,346.37
CM-1986632,JAK1 EC50(uM),3.0,69.25,1.949,1.9494,0,6,4.0,0.06667,Class C,,,,,,391.24
